Data	Happiness	Sadness	Anger	Fear	Disgust	Surprise
What a decision by Supreme Court . Dekh phatake to chalenge lekin Diwali ko nai. Means daru to chalegi lekin 31st ko nai. #unfairjudiciry					Both	
Will  Supreme Court ban the Maulvi Fatwas?? Fattt gayi sabhi Judges ki... https://twitter.com/ANI/status/953143723667279872 …						Both
Wohi raddi...wohi #drafts wohi #pakooray_kay_papers  Ek dafa phir supreme court may zaleel hoga mera #1992_wala_kaptaan IA!					Hindi	
Woh mard nahi jo dar jaye #MaryamNawaz Supreme Court https://twitter.com/NurKhairDe/status/884392252193337344 …			Hindi			
wo mard nahi jo dar jaye #JITReport #MaryamNawaz Supreme Court			Hindi			
Wo nahi kahega... Likin ab Patwario ke liye situation kafi dilchasp hai ke Supreme Court ko gaalia de ya mithai khaye	Hindi					
Wow... bhaiyon behno... double standard ka naam suna hai ki nahi! #Padmavat #CowardKarniSena Supreme Court https://twitter.com/htshowbiz/status/953846802150600704 …					Both	
Wukala bhi ghalat Nawaz sharif bhi ghalat aur awam bhi ghalat to sahee sirf supreme court he reh gai hai? Supreme Court			Hindi			
Yar ye faisala suna d.... 3:20 hogaye Supreme Court					Hindi	
Ye Banda Aj Bhut Khush Hoga  #SiddiqueBaloch #NA154 Supreme Court pic.twitter.com/BXSECuxXDF	Hindi					
Ye besharam ab bhi nahi jaraha #GameOverNawaz #JITDay Supreme Court #Sharif #PutThemOnECLNow #MaryamNawaz #NawazSharifpic.twitter.com/XMcmZMUXqU	Hindi		Both			
YE BIK GAYI HAI Supreme Court .AB SUPREME COURT ME KUCHH NAHI BACHA			Hindi			
Ye chor jhute moulana bs fatwa hi dete h, hakikat se inka wasta hi nhi, akhir jo shi tha Supreme Court ne usi k haq me faisla diya..	Hindi					
Ye #crackerban se dhyaan hatane ke liye Supreme Court ki saajish he  https://twitter.com/ZeeNewsHindi/status/917983272126287873 …					Hindi	Hindi
Ye dhuaan kahan se uthta hai? Supreme Court #ImranKhanhttps://twitter.com/rabiaanumm/status/941621316431511552 …			Hindi			
Ye ek tarah se supreme Court ke kaam me badha dalna bhi hai.					Hindi	
ye gormint bik gayi hai. Ye saare milke hume pagal bana rahe hai. Supreme Court https://twitter.com/digvijaya_28/status/843435872099815424 …			Hindi			
Yeh.. Lekin ise kuchh frk parne wala Nhi hai.. Ab is case ko ghasit ke lekar jayega #HighCourt Supreme Court			Hindi			
yeh pakistan ka supreme court atna power full ho gaya hai yaqeen nhi aa raha koi to hai inn k pichaya jo nawaz ki laa raha hai #JITDay						Hindi
Yeh Phans Gaye  hay Gormint. Yeh #Jang aor #GEO mill key Supreme Court ko Chu--ya bana rahey hain Gaaf phatti key :) #panamajit			Hindi			
Yeh sabb Allah Rabbulaalameen ka ehsaan hay. Agar Na ehl ho jat tou Supreme Court yeh sabit kar daitee kay Qanoon sabb kay leyay brabar hai. Par abb yeh sabit ho gaya hay kay Qanoon ke koi ehmeyat hee nahin hay . Yeh Judge hain aur kuch bhee faisla day saktay hain					Hindi	
Yeh sale aapne aap ko Supreme Court se bada samajhte hain			Hindi			
ye #Khaangress Hon'ble Supreme Court  se upar ho gayi h kya???? https://twitter.com/ambani_2017/status/939723747346604032 …						Hindi
Ye sahi samay hai abhivyakti ki aazadi mangne ki.. .. Aur mil gyi aazadi #Padmavati Supreme Court #viacom18	Hindi					
ye sare ban hindu festival per hi kyu lagata hai Supreme Court			Hindi			
Ye Sochne wali baat hai @sudhirchaudhary @sardanarohit @ZeeNewsHindi @dna ye baat humare desh ki Supreme Court ko bhi sochni chahiye pic.twitter.com/2YyDQLY6Fa		Hindi				
Ye sub ho kia raha hai 2 ka bol k ab 3 hone wale hain akhir faisla kab ay ga Supreme Court		Hindi				
Ye toa Supreme Court se b oper ho gae h...  #JungleRaj ho gya h koi kuch b kar raha or hr #State  k #CM  chup h maje le rae #Shame			Both		Both	
Yh Maryam Aurungzeb abi bol RI Thi k jhooy Ki siasat dafan ho jay GI .. Thk he kh RI Thi. Ab foran point change Supreme Court					HIndi	
Yogi ji Swamy ji se mile Ram mandir ke mudde ko lekar. Jai ho. Supreme Court https://twitter.com/Swamy39/status/844074987086630912 …	Hindi					
Yuvi paji thoda khud ke geerebaan me jhank liya kro u were my fav until ur shitty tweets supreme court #Diwaliban Supreme Court pic.twitter.com/jm5eW17QYW			Both			
"Zara boli barhao sahab yahan ""Imaan"" b bikta hai... #JITReport Supreme Court #GoNawazGo"			Both			
Bus phir as baba said sab kuch #Bhutto nay loot liya aur.... #TruthAndLies #Panama Supreme Court #tax phir b nai daitay thay #PTI #imrankhanhttps://twitter.com/Taabikhan2/status/817771960075767808 …		Mixed				
wo sb bahut phle hi ho chuka h bhai.....#supremecourt ne notice v bheja tha BCCI ko lekin kch nhi hua		Mixed				
Suna tha khuda ke lathi mein awaz nahin aati Supreme Court par uske baad shor machta hai #BCCIhttps://twitter.com/Arunima24/status/815801683196411904 …			Mixed			
modi ji ganga ki tarah pavitr hain .... will be replaced with modi ji kent purified hain!! Supreme Court https://twitter.com/naam_pk/status/815813620181454849 …	Both					
Kuchh parties ke kiye saal acha start nahi hua		Mixed				
tukkebaazi pe desh chalta hai kya ? is tukkebaazi legal Supreme Court			Mixed			
kyu nahi kisi #RSS ke atankwadi ne jaa kar Supreme Court ke us judge ko goli maar di #CrackerBan ? save #HinduSoftTarget			Mixed			
Agar log national anthem par khade nhi ho sakte to ek soldier bhi war hone pe desh ke liye khada nhi hoga tab kya karegi Supreme Court		Mixed				
Kya kare Supreme Court ke pass Kashmiri Pandit ke liye time nahi hai baki sab ke liye hai		Mixed				
Ab jo shani mandir me ghus ke puja ke adhikar ki baar kar rahe the wo log kya bolege ?? Supreme Court ko #MilkBaninMahakaleshwar			Hindi			
Jaanwaro ke katl ho rahe hai wo important nahi hai lekin aadha cup dudh chada diya to taqlif ho gai Supreme Court					Mixed	
Bik gayi hai ye Supreme Court https://twitter.com/TimesNow/status/923847640210657280 …			Mixed			
Ab aaya mazaa Supreme Court #pooraBajaaDohttps://twitter.com/LiveLawIndia/status/923858908376055808 …	Mixed					
Agar Supreme Court kehta hai ki National anthem pe khade rehne ki jarurat nahi to phir Judge aane ke baad bhi khade rehne ki jarurat nahi			Hindi			
Ye Supreme Court ko ho kya gaya hai pehle kehte Anthem Sab theater me compulsory Karo ab kehte hai During Anthem khade rehne ki jarurat nahi		Mixed				Mixed
2 din ki zindagi me Supreme Court  ne jeena sikhaya......	Hindi					
"2 Minute Silence For Those ""Jo abi bhi #NawazSharif ko support kar rahy hain""! #GameOverNawaz @ImranKhanPTI Supreme Court !"		Mixed				
3) karodo logo ki bhavnao k saath khelke kuch mutthi var log paisa kamana chahta ha, aur supreme court #freedom_of_speech k naam par unko safe passage de rah ha. kya Supreme Court		Mixed	Hindi			
Aaj mujhe #pakistan VS #India waley match ki feel aa rahi hai :-P #achasorry #JITReport Supreme Court #PTI #PMLN @ShkhRasheed @nadeemmalik	Mixed					
Aaj se pehle Supreme Court ko iss baat ka khayal kabhi nahi aya!!						Hindi
abey jab kuch hona hi nai hai is mulk me tou har baar ka drama kyun? MKL milay hue hain sab ke sab Supreme Court #GameOverNawaz					Mixed	
Abhi @BJP4India ki sarkar hai is liye itna accha our sahi judgment mila hai Supreme Court se #NirbhayaCase ka jai ho @narendramodi  jai hindpic.twitter.com/llBtaZIJxS	MIxed					
Ab kaha mar gaye my lord Supreme Court amarnath ke ghantesunai de gaye yeh sab nahi kanoon sach mein handicap hai https://twitter.com/SureshChavhanke/status/940911525119664128 …			Mixed			
Ab Supreme Court ke #PsedoSecular judges bhi isme shamil ho gaye.		Mixed	Mixed			
Acha hoa Supreme Court ne mistake see #snapdeal ko ban nahi kar Diya,	Mixed					
afsos is bat ka nahi bhai fail hogya. dukh to ye hy k dost pass hogya. Supreme Court #ImranKhan #JahangirTareenpic.twitter.com/0a4BLysaks		Mixed				
Agar patakho ko ban karna hai toh phir sirf diwali par kyo har religion ke har tyohar par ise ban karo Supreme Court			MIxed			
Agr inhon ne corruption nahin ki to phr kis ne ki. Ye b to bataen na sath... Ya corruption hui he nahin....? Supreme Court #Justice https://twitter.com/Faruqfaizi/status/843713143868076032 …			Mixed			
Aksar majburi me insan violent ho jata Hai aur shayed supreme Court wahi Kar raha Hai...kyunki 10 din pahle Tak andhi thi  Supreme Court			Mixed			
Arey mam AAP kin logo see umeed Kr rhi ho #andhbhakhto se?? In logo ko Supreme Court  k senior judge ki value nahi pata hai Abhi jis sarkar usi ka Naam... Whi baat hai #jabkhudkilagegitabhibandbajegi apni galti chipane k liye dosre ki galti saamne rkh do yhi toh Kiya hai #BJP ne			Hindi			
Bahut bahut dhanyavad Supreme Court apne bahut hi mahatva purn nirnay diya thank you  #NoPadmaavatBan	Both					
Baithe baithe kya kare karna hai kuch kaam @INCIndia Supreme Court mein case kar aye		Hindi				
bakara-id pe bakare ko katane se new year pe patakhe  aur ceremony pe patakhe fodane pe ban lagaye.......#haramkhor Supreme Court			Mixed			
Baki Jo #PIL sab dal rhe hai Supreme Court related #Prathna sab publicity ka hatkanda hai.			Mixed			
Bhai Sb ap kabhi kabhi #journalist kam aur shabeer #chaiwala zayada lagte hain. Law has been changed for God Father. Please do some R&D. Supreme Court	Hindi					
Bhai sudhansu trivedi Supreme Court kab se #bjp ho gayi... I thought SC banned that						Hindi
Bhaiyya Supreme Court Me insaf ke liye jate hain. Settlement ke liye nahi. @Swamy39 @asadowaisihttps://twitter.com/NavbharatTimes/status/844080643936043008 …			Mixed			
bjp ko chain se kam karne de tab na? aj hi dekhlo. Supreme Court ne #NationalAnthem par bhi ban laga diya.https://twitter.com/Shailen43917700/status/950401093606940672 …			Hindi			
Bohat saray logon ki umeedon pe pani phir gia Supreme Court		Hindi				
chalo acha hogya Supreme Court pic.twitter.com/1jMAziQ2gy					Hindi	
Champion phir champion he hota hai #ImranKhan Supreme Court	Mixed					
Christmas ka nahi to kam se kam jan me pongal aur sankranti ke bare me hi bolden. Lakdiyan jalate hain, cow dung flakes use karte hain, shandh ghumate hain. Dher sare fool aur aam ke patte barbad kar dete hain. Tayyariyan shuru ho chuki hain Supreme Court ki bahut yad a rahi hai.		Mixed				
Congrats... Judge sahab ap swachh bharat ka hissa ban chuke hai Supreme Court #crackerban @BBCHindi @Baagi_UdaaN @JohnyLeverr	Mixed					
Congratulation to #ImranKhan for  clean chit from SC. Aj koi b @NaeemBukhariAdv  ko b yad ni kr rha jinho ne itni achi tarah IK ka case paish kia. Love you sir. Supreme Court . Jeet hamesha haq ki hoti ha aur sach kbi chupta ni. SC haneef abbasi ko b saza day jhoota muqadmay ki	Mixed					
Delhi wale aab ek dusre ko kahege - Tu ruk abhi tere ghar jaake patake fodta hoon aur police tujhe pakad k le jayegi Supreme Court			Mixed			
Dhoom dhaam kese kre viru bhai Supreme Court ne to ban lga deya		Mixed				
Diwali ke patakha ban kya kar diya Supreme Court ne log court ko Pakistan bhejne ke faryad le ke khade hai.						Mixed
Diwali ke patakho pe ban laga sakti he Supreme Court Lekin aukat he to eid ke bakre pe ban laga ke dikhaye			Mixed			
Ek #PPP hai jiske leader ko duniya Mr. 10% ke naam se jaanti hai aur ek #PTI hai jiske leader ke baray mein Supreme Court kehti hai keh Honest aur Clean hai!						Mixed
Faisla hai ya khush hali aa he nhi rha Supreme Court		Mixed				
Faisla na hua star plus ka drama ho gya  Supreme Court					Mixed	
File petition and please don't cry ap 2 channels walay army aur ab Supreme Court k khilaf ho.is ka andaza hogaya hai awam ko lanati		English	Hindi			
Fir bhi hamare p.m shri modi ji besharmi pe uatar rahe hain aur aadhar link karne ke liye janta ke sath jabardasti kar rahe  Supreme Court					MIxed	
Gift Lene Dene ke aur bhi tyohar hain Supreme Court #Diwali me to pathake hi futenge.	Mixed					
Gujarat & Rajasthan me nahi Hone dege release bolo Supreme Court ko jo karna he kar Le			MIxed			
Hahaha chota bhai mithai kharaha hai bara bhai ro raha hai... Dilchasp situation hai #PMLN ki... Supreme Court	HIndi					
Hahhaha tab to @narendramodi ji chilam bhar k Supreme Court ko phoonk dalo. Or sare #bjp #cm ko bhi ek ek kash de dalo.	MIxed					
Hanif Abbasi & Maryam Aurangzeb bhokla gaye hain apni pressers main. I understand, after all, Supreme Court kay decisions nay hila kar jo rakh diya hai. Hota hai. Chalta hai. Yahee Dunya hai  Supreme Court				Mixed		
har muslim maa jese Bharat Mata bhi proud hogi aaj. No more #ShahBano in india. well done Supreme Court and @narendramodi. #TripleTalaqOver	Mixed					
Heard that #rajput women are committing #jauhar for #padmaavat itni problem hai toh women kyu #karnisena ko karma chaiye jauhar. Jala daalo khudko. Na rahega baans na bajegi basuri. Sena bhi khatam aur film bhi He will say only one thing Supreme Court ne bhrashtachar kiya maaf kariye balatkar kiya			Mixed			
Hey guys, iss sal itne patakhe fode ki Supreme Court v sharma jaye....ye #Diwali hai #NawazSharif ki maiyatt nahi #HappyDiwali #JaiHind	Mixed					
Imran calls Jemima, sings a song for her, aaj phir tum pay piyar Aya hay..bai had aur bai shumar Aya hay..Supreme Court #PTI #pakistan	Both					
In haramiyo ke haat me satta aayi iska mtlab ye nahi ki ye log jo kanhe ge wo hoga hat's of to Supreme Court judges #Padmaavat @shahidkapoor @RanveerOfficial @deepikapadukone @ShaikhKhalek @vikrantgupta73			Hindi			
Isla matlab hai Supreme Court ke Aadesh ke palan karne mei #Pakistan #India se Super hai. Shame on Indian #Politicians kuch siko achhi baate					English	
Is scheme ka bhi audit hona chahiye Supreme Court #GoNawazGohttps://twitter.com/SAMAATV/status/884681893567840257 …			Mixed			
Itna Matt giro or giraaoo Supreme Court Tum hi aakhiri muraaad ho desh ko right way per le jaaane ko. https://twitter.com/kiran_patniak/status/941956857534361600 …		Mixed			Hindi	
Jay baatt Supreme Court Ram Mandir Ayodhya mein banane ja rahe hain bas. Sab settle hai outside,	Mixed					
Jeet Hamesha Sach Ki Hoti Hai  Imran Khan Not Out Supreme Court	Mixed					
Jehangir Tareen ke sath wohi  hoa hai Jo exams main hum sab ke sath hota humara best friend kehta hai main parh kar nahi aya lakin wo pass hojata hai aur hum fail issi tarah Imran khan pass hogaya aur Jehangar Tareen  Supreme Court		Mixed				
Jhuthi media ki jhuthi khabar khud Supreme Court hi dekh le. Kuchh aur na mila to TRP k liye #Asaram Bapu Ji k bare me hi jhuth faila rhe h.			HIndi			
jis desh mai neta media or ab dekha jarha h ki ye #highcourt & Supreme Court ke judge bhi galat maarg pr khade hogye due to recession		Mixed				
Jo apna kaam dhanda chod kar sirf #Hindu #festivals ko ban kare wo Supreme Court.			Mixed			
Jo Bhi Supreme Court  Ki #CrackerBan Wali Judgement K Against Bol Rahe Hain Ek Contempt Petition Toh Unke Against Bhi Banti Hai..			Mixed			
Jo Desh ke Liye Ghatak hai un Rohingya Musalmano ke Liye Supreme Court  kehta hai Ki ispar Manwata se Sunvai hogi height of stupidity https://twitter.com/niteendeshmukh9/status/919160619110035456 …					Both	
Kab  khoon khaulega  @narendramodi ji &@myogiadityanath  ji dono me ap ka Govt. hai, ap bol ye hai ke supreme court kare ga			HIndi			
Kahi future me ban na lag jaye hindu ki aabadi jada jisko gastric problem he use maar dalo allah khush honge amin Supreme Court		Mixed				
Khushi ka din hai Supreme Court pic.twitter.com/XCTxwGnQ5L	Hindi					
Koi in Judges ko btao k Waqtki pabandi b koi cheez hoti hy...  #pathetic Supreme Court					Mixed	
Kuch biwiyan divorce ke baad bhi ex husband ki izzat bacha leti hain per kuch biwiyan nikkah mein hotay hoye bhi shohar ke kapray utarnay se baaz nahi atin :) good job Jemima! Supreme Court #ImranKhan #Truth	Both					
Kuch din se jo haal haii desh Kay...usse to yahi lgta haii, #govt se jyada to Supreme Court kaam kr rha haii, hope govts #Democracy ko smje aur nind se uth kr jo ho raha hai use roke aur action le us pr..		Mixed				
Kya chutiya log hai bc majority ka matlab hi nahi jante Supreme Court ko gram panchayat bana rakha hai			Mixed			
Kya hamare lawmaker ki kabiliat itni nahi ki woh ek aaisa law banaye jo justice dilaye .. aaisa ho sakta hai gender equality ka soch kar kanoon banaye jaye agar toh.. kyunki criminal, jhute insaan, dhokebaaj ka koi dharam, jaati, gender etc nhi hota Supreme Court #FWC			Mixed			
Kya hinduo k sath ye atyachar isliy ho rha hai kyuki vo patakhe fodte hai bomb nhi fodte.Supreme Court .Bakrid dharm to diwali kya hai sahab		Hindi	Hindi			
Main thookta ho Supreme Court ki nyay vyavastha par aur wahan baithe gaddar judge par #FirecrackerDebate ab laga contempt of court			Hindi			
Mera cellotape #constitution brand ka hai aur upar se isse Supreme Court ki dukan se kharida hai .		Mixed				
mgr aaj aik ullu ka patha wakeel Supreme Court  Main keh raha tha judge kbi retire nahi hota			Mixed		Mixed	
Modi desh ka Pahla aisa PM banaa hai jisne 65Cr Rs ki Rishwat corporate se Li hai. India ki PM kursi Daagdaar hue. Supreme Court of india https://twitter.com/pbhushan1/status/861216031779340288 …		Mixed				
Muhje apni privacy se jada chinta apne @countrykiprivacy ki chinta hai.supreme court		Mixed				
"Mujhay kiyun nikala slogan will now be changed as ""Osay kiyun nahi nikala!??"" Supreme Court #SupremeJudgment"					Hindi	
My leader I love you. Jalnay walay is waqt kaalay channo say bhi zyada kaalay ho gae hain :P :D Supreme Court #ImranKhan #BreakingNews #PTI	Both					
Navratri se pehle result aana chaiye tha ab to majak ban ke reh jayega Supreme Court		Mixed				
Nawaz Sharif be like: Imran Khan is liye na-ehal hone se bach gaye kyun k Mujhe nikal diya gya  Supreme Court		Hindi				
Nawaz Sharif ne jaate jaate Maryam ka career bhi doobo diya... #GameOverNawaz Supreme Court @siasatpk @fawadchaudhry @PTIofficial		Mixed				
Our Supreme Court has said patakhe pollution krte hai..bakre katna to jaise nadiyo ke liye naya jeevan hai...feel pity for delhi...		Both				
Pahele #DeMonetisation Phir #GST Ab Jaakr Kuch Kamane Ka Time Aaya Toh Humari Supreme Court  Sala majak hai kya kisi ka kuch nhi jaaiga			Mixed			
Pakistan main koi bhi cheez time per nahi huti, yaha tak ke Supreme Court ka verdict bhi. 2 baje ka time tha 3 baj gaye hain.		Mixed				
Yeh bik gayi hai team, sab milay hovay hain gaand phatti ke - Auntie			Mixed			
#U19cwc  New Zealand ke ek player ka naam CHU hai...hudd hai yaar India mein ye naam hota to banda naam se hi popular ho jata #Cricket	Hindi					
11 log milke 100 Run bana nahi pa rahe Aur inko kashmir chahiye  #U19CWC		Hindi				
6 reh gya bhaiyoo bus semi final main janay k liye  yesss  #PAKvSA #U19CWC	Mixed					
Ab U19 team se hi ummeed hai ki final jeetne ka sookha khatm karenge. #U19CWC	Hindi					
Abhi se adat dal lo bade ho k fir world cup mai harna hi hai  #INDvsPAK #U19CWC	Mixed					
Aise he bowling karenge toh in pakistaniyo ki gaand fatt jaegi : prithvi shaw #U19CWC #INDvPAK #under19world cup #ICCU19WorldCup #PAKvIND	Hindi					
Apne laundo ne buri tarah se pakistan ko pel kar Yugpurush ko surgical strike ke saboot de diye.	Mixed					
Are hm log semifinal Khel rahe hai.. wo bhi #U19CWC ka aaj #PapuaNewGuinea se bhi Kam me all out mat ho Jana @TheRealPCB	Mixed					
Aur jo desh khud ke senior players ki izzat nahi kr sakte aur kya hoga...		Mixed				
Aur ye Rumor kaun faila raha ki #Pakistan k log #MaukaMauka bol rahe h			Mixed			
Chalo Bhai shuruvat achi ho.. India bats first. #INDvsPAK #U19CWC	Hindi					
Champions Trophy wali jo #India Ky sath hui thi, Aaj Hamaray Sath Horhi Hai		Mixed				
Chappal Churane ki jagah batting pe dhyan diya hota to aaj ye din nahi dekhna padta  #U19CWC #PAKvIND #INDvPAK			Hindi			
Come on #IndiaU19 ! Kutto ko apni aukat dikhaneka time aa gaya hai!  #chakdephatte #FutureStars	Both					
Dear @imVkohli aise jitte hei pakistan walo se.. kuch sikhlo.			Hindi			
Dekhiye Isme bhi @OfficialSLC Sri Lanka ka captain So gaya hai ..  #u19cwc #U19 #U19WorldCup #U19WChttps://twitter.com/ICC/status/950064492511145984 …		Mixed				
Ek Catch Nhi Pakad Paa Rhe. Aur Inhe #Kashmir Chahiye.  #IndvsPak #PakvInd #PakVsIND #INDvPAK #U19CWC						Mixed
Ekdum zabardast Manjot & Prithvi ki partnership. 275 ka lakshya door nahi. Bhot hi aalaa ballebazi	Hindi					
Frazer Jones bowler nahi eraser hai jo Puri Bangladesh team ko saaf kar diya hai						Mixed
Hum Fikar Karte Nhi Kyonki Humko To 3 Time #U19CWC Champion Australia Bhi Nhi Hara Paaya #BleedBlue	Mixed					
"Hum pakistani ajj ke semi finals ke baad ""match toh abhi start hi nahi hua. Larke thak gaye honge. mens team se match karo na darpok ""  #U19CWC #INDvPAK #INDvsPAK #U19WorldCup"		Mixed				
Humare yahan driving license milne se pehle world cup jeetna sikhaya jata hai #U19CWC #U19WorldCup	Hindi					
India ne abhi Pakistan ko #U19CWC ke semi-final mein 203 runs se udhaa kar Champions Trophy ki haar ka badla liya!! Shabash India ! Dravid ki coaching ka kamaal dikh raha hai . Well done boys ! #BestOfLuck for Finals !	Both					
India wale Pakistan ko pel kar champions trophy ka aise gussa nikal rahe hai jaise Baap office ka saara gusaa baccho ko pelkar nikalta hai			Mixed			
India won by 203 runs against Pakistan , aur kashmir ab bhi humara hai	English					
Itni bedardi se Indian ladko ne nichoda hai in pakistanio ko ki wo moral victory ki bhi baat nahi kar sakte		Mixed				
Jis Din bakriyan rape case par FIR karne lag jayegi Pakistan rape me No.1 ban jayega					Mixed	
Koi ni.. Baap Baap hota hai. Congrats #india U19 #INDvPAK #U19CWC	Both					
Kya koi mujhe bata Sakta hai, ki under19 worldcup me #jean du plessis kis aadhar pr khel rahe  hain, jabki unki age 19 year 57 days h.#U19CWC pic.twitter.com/UYtt0gr7GX						Hindi
Lol Pakistan #U19CWC team is 45 for 8 aur Inko Kashmir chahiye..	Mixed					Mixed
Matlab Itne Nikamme Hain, Wickets Bhi Hame Hi Taras Kha Ke Dena Pd Rha Hai.  #IndvsPak #PakvInd #PakVsIND #INDvPAK #U19CWC			Hindi			
Mitron, 2014 se pehle apne fast bowlers 130 kmph waale the. BJP k aate hi 145+ waale bowlers ki line lag gayi. Yahi to hain acche din. Mera desh badal raha hai. #IndvAus #U19CWC		Hindi				
Na inke senior team se hoga na hi inke junior team se, aur inhe Kashmir chaiye. #U19CWC #INDvPAK			Mixed			
Pakistan Is Born To Lose Against Us. Itna Kaun Haarta Hai Bhai	Mixed					
Pakistan kitni bhi acchi Cricket khel le, lenkin Aakhir me India se harna hi padta hai. Yeh haqeeqat hai. #INDvPAK #U19CWC	Mixed					
Prithvi hamara zameen se zameen aur zameen se aakash pe maar karne wala dual purpose missile hai! #IndvsPak #U19CWC	Mixed					
Prithvi to baccho k saamne khelra h itna comfortable hai. Bahutehi badiya	Mixed					
Sahi kaha nahi dekha match... wo kya hain team pe bharosa itna tha ache neend bhi ae aur subah khush khabri bhi mil gai.	Hindi					
Shaam ka Bhula subah Ko Big Century maar de to use Bhula nahi Jacob Bhula kahte hain #U19CWC pic.twitter.com/sLmFWXbFU2	Mixed					
Sudhar nahi skte #Pak wale number v chuna to 69 sudhar jao salo #INDvPAK #U19CWC			Mixed			
This is brillinat from #ShubmanGill. Chase karte karte gaand fatt jayegi #Pakistan ki. #INDvsPAK #U19CWC	Mixed					
U19 ke Chhore Poor head masters ke bachcho ko Maar rahe hai. @BDUTT #INDvPAK #U19CWC	Mixed					
Waise badala lene ka mausam aa gya hai.  Protease se series harane ka badla or Bete Pakistan se champion trophy harane ja badla #U19CWC ke semi final me.			Mixed			
Yaar Kitni Baar Replay Dikhaoge Dropped Catches n Missed Runout Ke ..		Mixed				
Ye Shaheen Afridi Jitne Run Bana Ke Gya Hai, Harqatoon Se Shahid Afridi Hi Lag Rha Hai. Iski Jaanch Honi Chahiye.  #INDvPAK #IndvsPak #PakvInd #PakVsIND #U19CWC						Hindi
Ye pata nai kion out dia hai laiken jo bhi hua chalo acha hua #PAKvIND #U19CWC	Hindi					
Ye toh acha hua India ne toss Jeet ke pehle batting ki nahi toh jis Raftaar se Pakistani Khel Rahe hai hm #ShubmanGill	Hindi					
Yeah Ishan bhi doosra ishant sharma nikla injury ke mamle mai. #U19CWC #IndvsAus		Mixed				
inko to taar ke niche se aane ki practice karwao, kahan cricket khilwate ho. #U19CWC #INDvPAK			Mixed			
so, aj sharma ji ke bete ka balla bhi chal gaya!! well played #AbhishekSharma #Fifty #U19CWC #INDvBAN	Both					
“Abey meri batting to aayi nahi !!” #U19CWC #IndvPakpic.twitter.com/lNQBvLW9WE		Mixed				
Well done Gabbar on ur  top knock that #INDvsSA @SDhawan25 @cricketaakash @virendersehwag	English					
South Africa's players wearing pink jersey today ! Ab wo bhi samajh gaye ki green me hum unhe Pakistan samaj ke dho dete hai  #BleedBlue #INDvsSA ODI #INDvsSA @virendersehwag @SirJadeja #virupantipic.twitter.com/9lw7YRoCVu	Hindi					
Wicket lelo bhaion aaj.. Wicket lelo bhaion aaj - Dhinchak Romeo  #IndVsSA		Mixed				
#AbdeVilliers : #Kohli  bhai Kitni baar bolu har green jersey wala pakistani nahi hota!		Mixed				
#BhuvneshwarKumar or #RavichandranAshwin se opening karva lete toh sayad kuch ho jata.		Hindi				
#HardikPandya  ek bachelor ne poore desh ki izzat rakhi hui hai baaki toh Sab honeymoon manane gaye hue hai  #IndvsSA		Mixed				
"#HardikPandya 's hidden message to Maharaj is 'Indian hoke Africa ke liye khel raha hai tu Saale !!!""."			Mixed			
#INDvSA #IndvsSA  SA be like... Jersy green hai toh kya hua....hum log pakistani nahi hai..	Mixed					
"#INDvsSA   meanwhile south African players.. ""dono ghus jaate hai bhai.. dhoni run out hi nhi kar payega """				Hindi		
#INDvsSA #SAvIND Ab to @imVkohli khelane utarata hai pehala khyal aata hai...aaj phir century marega ?	Mixed					
#INDvsSA Bhai jersey konsi bhi ho jitaya to hamne hai.....#chahal	Mixed					
#INDvsSA ODI #RohitSharma ko bahut pyaar hai apne desh ke zameen se isliye to uske run sirf INDIA main bante hai			Mixed			
#INDvsSA apne ghar pe cuha bhi sher hota hai....par sher sab jagah sher hota hai...lets ee kohli's team is of tigers or mice...@imVkohli @ImRo45 #Hisaab25SaalKa	Hindi					
#INDvsSA kohli ka toh honeymoon period chal raha ...par bakiyo ko kya chal raha hai ?			Mixed			
#INDvsSA kya india me 1 arab 34 crore me se aise 11 log bhi nahi jo #sa ke bowlers ka samna kar sake...						Mixed
#IndVsSA aaj SA ne jarsi change kiya hey sayad unhe pata chal gaya bull ko red dress aur india ke samne green dress pehne nahin jana chahiye nahin halat dono Surat mein ek hi jesa hoga.. @SirShewag @AjayJadeja @SirJadeja				Hindi		
#IndvsSA Dekho Bhaiya Jo bhi team Pakistan ki team k colour ki jarsi pahnegi uska haal Pakistan ki team jaisa hi hona h!	Mixed					
#IndvsSA bhuvneshwar to bcci Mera pagar badhao saali bowling bhi karo batting bhi aur Shaadi bhi Hui non celebrity se			Mixed			
#RohitSharma  ko out karna mushkil hi nahi bda aasan h #SAvIND #INDvsSA		Mixed				
#ViruPanti ..paaji sadi ke baad dimag khrab ho jata h..ye Kohli ne sabit kr diya h. How can he drop Bhuvi and didn't pick Rahane aur jis din Rahul Gandhi PM ban gye us din Rohit sharma test player ban jayega #INDvsSA #bewkoof						Mixed
#indvssa Ache khase start ko ye kachua party barbad karne mien lagi hai @hardikpandya7		Mixed				
#shikharDhawan ko #ChampionsTrophy me kya ho jaata hai ? #IndvsSA						Mixed
25 saal ki haar ka, ab lenge pura hisaab #INDvsSA Such ads on tv	Mixed					
3 changes kaunse ho gyeJaha tak sunne mein aa rha hai sirf 2 change hoge...Parthiv Patel for Saha and kl Rahul for shikar Dhawan. #INDvsSA						Mixed
